timestamp,time_s,heart_rate_bpm
2025-11-19 10:22:54,3058.0,179.0
2025-11-19 10:22:55,3059.0,179.0
2025-11-19 10:23:00,3064.0,176.0
2025-11-19 10:23:01,3065.0,175.0
2025-11-19 10:23:05,3069.0,171.0
2025-11-19 10:23:07,3071.0,174.0
2025-11-19 10:23:09,3073.0,174.0
2025-11-19 10:23:15,3079.0,174.0
2025-11-19 10:23:17,3081.0,175.0
2025-11-19 10:23:21,3085.0,176.0
2025-11-19 10:23:24,3088.0,176.0
2025-11-19 10:23:30,3094.0,176.0
2025-11-19 10:23:32,3096.0,176.0
2025-11-19 10:23:34,3098.0,176.0
2025-11-19 10:23:39,3103.0,177.0
2025-11-19 10:23:45,3109.0,176.0
2025-11-19 10:23:46,3110.0,175.0
2025-11-19 10:23:50,3114.0,175.0
